institution,level,department,course_name,course_code,credit,division
Brigham Young University,College,Oral history interviewing and processing,The United States from 1877,121,3S,L
Brigham Young University,College,Oral history interviewing and processing,The United States to 1877,120,3S,L
Brigham Young University,College,General / Interdisciplinary,The family in Europe,326,3S,U
Brigham Young University,College,General / Interdisciplinary,Utah,366,3S,U
Brigham Young University,College,General / Interdisciplinary,World civilization since 1500,202,3S,L
Brigham Young University,College,General / Interdisciplinary,World civilization to 1500,201,3S,L
Brigham Young University,College,Humanities,Arts in western culture 2,202,3S,L
Brigham Young University,College,Latin,Latin for genealogists,121,3S,L
Brigham Young University,College,Management Communications,Written business communication,320,3S,U
Brigham Young University,College,Managerial Economics,Economics of market systems,300,3S,U
Brigham Young University,College,Managerial Economics,Calculus,I 112,4S,L
Brigham Young University,College,Managerial Economics,Calculus,II 113,4S,L
Brigham Young University,College,Managerial Economics,College algebra,110,3S,L
Brigham Young University,College,Managerial Economics,Concepts of mathematics,306,3S,U
Brigham Young University,College,Managerial Economics,Elementary linear algebra,343,3S,U
Brigham Young University,College,Managerial Economics,Finite math for teachers,301,3S,U
Brigham Young University,College,Managerial Economics,History of mathematics,300,3S,U
Brigham Young University,College,Managerial Economics,Introduction to calculus,119,4S,L
Brigham Young University,College,Managerial Economics,Survey of geometry,302,3S,U
Brigham Young University,College,Managerial Economics,Trigonometry,111,2S,L
Brigham Young University,College,Microbiology,General microbiology,221,3S,L
Brigham Young University,College,Mutii,Basic piano skills,113,2S,L
Brigham Young University,College,Mutii,Introduction to music,101,3S,L
Brigham Young University,College,Personnel and human resource,administration,327,3S,U
Brigham Young University,College,Philosophy,Deductive logic,205,3S,L
Brigham Young University,College,Philosophy,Introduction to philosophy,110,3S,L
Brigham Young University,College,Administration of athletic & intramural,programs,351,2S,U
Brigham Young University,College,Administration of athletic & intramural,"Bowling, beginning",116,HF,L
Brigham Young University,College,Administration of athletic & intramural,Fitness for living,129,HF,L
Brigham Young University,College,Administration of athletic & intramural,Intermediate swimming,172,HF,L
Brigham Young University,College,Administration of athletic & intramural,Jogging,139,HF,L
Brigham Young University,College,Administration of athletic & intramural,"Tennis, beginning",181,HF,L
Brigham Young University,College,Physical Sciences,Physical science,100,3S,L
Brigham Young University,College,Physics,Descriptive astronomy,127,3S,L
Brigham Young University,College,Physics,Introductory applied physics,105,3S,L
Brigham Young University,College,Physics,Introductory applied physics,106,3S,L
Brigham Young University,College,Political Science,Western political heritage 2,202,3S,L
Brigham Young University,College,Psychology,Abnormal psychology,342,3S,U
Brigham Young University,College,Psychology,Exceptional children,346,3S,U
Brigham Young University,College,Psychology,General psychology,111,3S,L
Brigham Young University,College,Interpersonal growth and group processes,Organizational psychology,330,3S,U
Brigham Young University,College,Interpersonal growth and group processes,Parenting,303,3S,U
Brigham Young University,College,Interpersonal growth and group processes,Personal and social adjustment,240,3S,L
Brigham Young University,College,Interpersonal growth and group processes,Personality,341,3S,U
Brigham Young University,College,Interpersonal growth and group processes,Principles of learning,361,3S,U
Brigham Young University,College,Interpersonal growth and group processes,Psychological statistics,301,4S,U
Brigham Young University,College,Understanding and improving your,memory,170,"IS, AC",L
Brigham Young University,College,Introduction to Latter-day Saint family,history,261,2S,L
Brigham Young University,College,Introduction to Latter-day Saint family,Latter-day Saint history from 1844 to the present,342,2S,U
Brigham Young University,College,Introduction to Latter-day Saint family,Teachings of the living prophets,333,2S,U
Brigham Young University,College,Introduction to Latter-day Saint family,The New Testament,211,2S,L
Brigham Young University,College,Introduction to Latter-day Saint family,The New Testament,212,2S,L
Brigham Young University,College,Introduction to Latter-day Saint family,The Old Testament,301,2S,U
Brigham Young University,College,Introduction to Latter-day Saint family,The Old Testament,302,2S,U
Brigham Young University,College,Introduction to Latter-day Saint family,The doctrine and covenants,324,2S,U
Brigham Young University,College,Introduction to Latter-day Saint family,The doctrine and covenants,325,2S,U
Brigham Young University,College,Introduction to Latter-day Saint family,The pearl of great price,327,2S,U
Brigham Young University,College,Secondary Education,Creativity in the classroom 3,7611,IS,U
Brigham Young University,College,Secondary Education,Evaluating student learning 3,7635,IS,U
Brigham Young University,College,Formulating useful instructional objectives,Improving discipline in the schools: 8 models 3,7634,IS,U
Brigham Young University,College,Questioning that turns students on rather,than off 3,7646,"IS, AC",U
Brigham Young University,College,Questioning that turns students on rather,Reflective teaching 3,7613,IS,U
Brigham Young University,College,Questioning that turns students on rather,Simulation and games 3,7636,IS,U
Brigham Young University,College,Social Work,Family interaction,211,3S,L
Brigham Young University,College,Introduction to social work research,methods,305,VC,U
Brigham Young University,College,Sociology,Applied social statistics,205,3S,L
Brigham Young University,College,Sociology,Current social problems,112,3S,U
Brigham Young University,College,Sociology,Methods of research in sociology,300,3S,U
Brigham Young University,College,Sociology,Sociology of aging,365,3S,U
Brigham Young University,College,Sociology,Sociology of education,326,3S,U
Brigham Young University,College,Spanish,Survey of Spanish literature,441,3S,U
Brigham Young University,College,Student Development,Career exploration,117,2S,L
Brigham Young University,College,Student Development,Effective study and learning,110,"2S, AC",U
Brigham Young University,College,Technology Education,Basic electricity,209,3S,L
Brigham Young University,College,Theater and Tilm,Introduction to the theater,115,3S,L
Brigham Young University,Graduate,Educational Psychology,Applied behavior analysis 5,1550,3S,
Brigham Young University,Graduate,Educational Psychology,Classroom management: obtaining student cooperation 5,1543,IS,
Brigham Young University,Graduate,Educational Psychology,Developing capable people 5,1510,2S,
Brigham Young University,Graduate,Educating students with severe and,profound handicaps,519,3S,
