naics_code,description_en,description_fr,year
6111,Elementary and secondary schools,Écoles primaires et secondaires,2024
6112,Community colleges and C.E.G.E.P.s,Collèges communautaires et cégeps,2024
6113,Universities,Universités,2024
6114,Business schools and computer and management training,Écoles de commerce et de formation en informatique et en gestion,2024
6115,Technical and trade schools,Écoles techniques et écoles de métiers,2024
6116,Other schools and instruction,Autres établissements d'enseignement et de formation,2024
6117,Educational support services,Services de soutien à l'enseignement,2024
6211,Offices of physicians,Cabinets de médecins,2024
6212,Offices of dentists,Cabinets de dentistes,2024
6213,Offices of other health practitioners,Cabinets d'autres praticiens de la santé,2024
6214,Out-patient care centres,Centres de soins ambulatoires,2024
6215,Medical and diagnostic laboratories,Laboratoires médicaux et d'analyses diagnostiques,2024
6216,Home health care services,Services de soins de santé à domicile,2024
6219,Other ambulatory health care services,Autres services de soins de santé ambulatoires,2024
6221,General medical and surgical hospitals,Hôpitaux généraux et hôpitaux de soins chirurgicaux,2024
6222,Psychiatric and substance use hospitals,Hôpitaux psychiatriques et hôpitaux pour les troubles liés à la consommation d'alcool ou de drogues,2024
6223,Specialty hospitals (except psychiatric and substance use),Hôpitaux spécialisés (sauf psychiatriques et pour les problèmes liés à la consommation d'alcool et de drogues),2024
6231,Nursing care facilities,Établissements de soins infirmiers,2024
6232,"Residential facilities for persons with an intellectual or developmental disability, a mental health or substance use condition","Établissements résidentiels pour personnes ayant une incapacité liés au développement, problèmes de santé mentale, et problèmes liés à la consommation d'alcool ou de drogues",2024
6233,Community care facilities for the elderly,Établissements communautaires de soins pour personnes âgées,2024
6239,Other residential care facilities,Autres établissements de soins pour bénéficiaires internes,2024
6241,Individual and family services,Services individuels et familiaux,2024
6242,"Community food and housing, and emergency and other relief services","Services communautaires d'alimentation et d'hébergement, services d'urgence et autres secours",2024
6243,Vocational rehabilitation services,Services de réadaptation professionnelle,2024
6244,Child day-care services,Services de garderie,2024
7111,Performing arts companies,Compagnies d'arts d'interprétation,2024
7112,Spectator sports,Sports-spectacles,2024
7113,"Promoters (presenters) of performing arts, sports and similar events",Promoteurs (diffuseurs) d'événements artistiques et sportifs et d'événements similaires,2024
7114,"Agents and managers for artists, athletes, entertainers and other public figures","Agents et représentants d'artistes, d'athlètes et d'autres personnalités publiques",2024
7115,"Independent artists, writers and performers","Artistes, auteurs et interprètes indépendants",2024
7121,Heritage institutions,Établissements du patrimoine,2024
7131,Amusement parks and arcades,Parcs d'attractions et salles de jeux électroniques,2024
7132,Gambling industries,Jeux de hasard et loteries,2024
7139,Other amusement and recreation industries,Autres services de divertissement et de loisirs,2024
7211,Traveller accommodation,Hébergement des voyageurs,2024
7212,Recreational vehicle (RV) parks and recreational camps,Parcs pour véhicules récréatifs (VR) et camps de loisirs,2024
7213,Rooming and boarding houses,Maisons de chambres et pensions de famille,2024
7223,Special food services,Services de restauration spéciaux,2024
7224,Drinking places (alcoholic beverages),Débits de boissons alcoolisées,2024
7225,Full-service restaurants and limited-service eating places,Restaurants à service complet et établissements de restauration à service restreint,2024
8111,Automotive repair and maintenance,Réparation et entretien de véhicules automobiles,2024
8112,Electronic and precision equipment repair and maintenance,Réparation et entretien de matériel électronique et de matériel de précision,2024
8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,Réparation et entretien de machines et de matériel d'usage commercial et industriel (sauf les véhicules automobiles et le matériel électronique),2024
8114,Personal and household goods repair and maintenance,Réparation et entretien d'articles personnels et ménagers,2024
8121,Personal care services,Services de soins personnels,2024
8122,Funeral services,Services funéraires,2024
8123,Dry cleaning and laundry services,Services de nettoyage à sec et de blanchissage,2024
8129,Other personal services,Autres services personnels,2024
8131,Religious organizations,Organismes religieux,2024
8132,Grant-making and giving services,Fondations et organismes de charité,2024
8133,Social advocacy organizations,Organismes d'action sociale,2024
8134,Civic and social organizations,Organisations civiques et sociales,2024
8139,"Business, professional, labour and other membership organizations","Associations de gens d'affaires, organisations professionnelles et syndicales et autres associations de personnes",2024
8141,Private households,Ménages privés,2024
9111,Defence services,Services de défense,2024
9112,Federal protective services,Services de protection fédéraux,2024
9113,"Federal labour, employment and immigration services","Services fédéraux relatifs à la main-d'oeuvre, à l'emploi et à l'immigration",2024
9114,Foreign affairs and international assistance,Affaires étrangères et aide internationale,2024
9119,Other federal government public administration,Autres services de l'administration publique fédérale,2024
9121,Provincial protective services,Services de protection provinciaux,2024
9122,Provincial labour and employment services,Services provinciaux relatifs à la main-d'oeuvre et à l'emploi,2024
9129,Other provincial and territorial public administration,Autres services des administrations publiques provinciales et territoriales,2024
9131,Municipal protective services,Services de protection municipaux,2024
9139,"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2024
9141,Indigenous public administration,Administrations publiques autochtones,2024
9191,International and other extra-territorial public administration,Organismes publics internationaux et autres organismes publics extra-territoriaux,2024
11111,Soybean farming,Culture du soja,2024
11112,Oilseed (except soybean) farming,Culture de plantes oléagineuses (sauf le soja),2024
11113,Dry pea and bean farming,Culture de pois et de haricots secs,2024
11114,Wheat farming,Culture du blé,2024
11115,Corn farming,Culture du maïs,2024
11116,Rice farming,Culture du riz,2024
11119,Other grain farming,Autres cultures céréalières,2024
11121,Vegetable and melon farming,Culture de légumes et de melons,2024
11131,Orange groves,Culture d'oranges,2024
11132,Citrus (except orange) groves,Culture d'agrumes (sauf les oranges),2024
11133,Non-citrus fruit and tree nut farming,Culture de noix et de fruits (sauf les agrumes),2024
11141,Food crops grown under cover,Culture vivrière en serre,2024
11142,Nursery and floriculture production,Culture en pépinière et floriculture,2024
11191,Tobacco farming,Culture du tabac,2024
11192,Cotton farming,Culture du coton,2024
